# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.15.2

bb::ai::hold, long, 00000000000000D4
oly::t::olympia::chunks::5, string, 800A776F726C643B2D323B37
oly::t::olympia::chunks::6, string, 800A776F726C643B2D313B37
oly::t::olympia::chunks::7, string, 8009776F726C643B303B37
oly::t::olympia::chunks::8, string, 8009776F726C643B313B37
oly::t::olympia::chunks::9, string, 8009776F726C643B323B37
oly::t::olympia::chunks::10, string, 8009776F726C643B333B37
oly::t::olympia::chunks::11, string, 8009776F726C643B343B37
oly::t::olympia::chunks::12, string, 800A776F726C643B2D353B38
oly::t::olympia::chunks::13, string, 800A776F726C643B2D343B38
oly::t::olympia::chunks::14, string, 800A776F726C643B2D333B38
oly::t::olympia::chunks::15, string, 800A776F726C643B2D323B38
oly::t::olympia::chunks::16, string, 800A776F726C643B2D313B38
oly::t::olympia::chunks::17, string, 8009776F726C643B303B38
oly::t::olympia::chunks::18, string, 8009776F726C643B313B38
oly::t::olympia::chunks::19, string, 8009776F726C643B323B38
oly::t::olympia::chunks::20, string, 8009776F726C643B333B38
oly::t::olympia::chunks::21, string, 8009776F726C643B343B38
oly::t::olympia::chunks::22, string, 800A776F726C643B2D353B39
oly::t::olympia::chunks::23, string, 800A776F726C643B2D343B39
oly::t::olympia::chunks::24, string, 800A776F726C643B2D333B39
oly::t::olympia::chunks::25, string, 800A776F726C643B2D323B39
oly::t::olympia::chunks::26, string, 800A776F726C643B2D313B39
oly::t::olympia::chunks::27, string, 8009776F726C643B303B39
oly::t::olympia::chunks::28, string, 8009776F726C643B313B39
oly::t::olympia::chunks::29, string, 8009776F726C643B323B39
oly::t::olympia::chunks::30, string, 8009776F726C643B333B39
oly::t::olympia::chunks::31, string, 8009776F726C643B343B39
oly::t::olympia::chunks::32, string, 800B776F726C643B2D353B3130
oly::t::olympia::chunks::33, string, 800B776F726C643B2D343B3130
oly::t::olympia::chunks::34, string, 800B776F726C643B2D333B3130
oly::t::olympia::chunks::35, string, 800B776F726C643B2D323B3130
oly::t::olympia::chunks::36, string, 800B776F726C643B2D313B3130
oly::t::olympia::chunks::37, string, 800A776F726C643B303B3130
oly::t::olympia::chunks::38, string, 800A776F726C643B313B3130
oly::t::olympia::chunks::39, string, 800A776F726C643B323B3130
oly::t::olympia::chunks::40, string, 800A776F726C643B333B3130
oly::t::olympia::chunks::41, string, 800A776F726C643B343B3130
oly::t::olympia::chunks::42, string, 800B776F726C643B2D343B3131
oly::t::olympia::chunks::43, string, 800B776F726C643B2D333B3131
oly::t::olympia::chunks::44, string, 800B776F726C643B2D323B3131
oly::t::olympia::chunks::45, string, 800B776F726C643B2D313B3131
oly::t::olympia::chunks::46, string, 800A776F726C643B303B3131
oly::t::olympia::chunks::47, string, 800A776F726C643B313B3131
oly::t::olympia::chunks::48, string, 800A776F726C643B323B3131
oly::t::olympia::chunks::49, string, 800A776F726C643B333B3131
oly::t::olympia::city, string, 80076F6C796D706961
oly::t::olympia::home, string, 80076E65757472616C
oly::t::olympia::name, string, 800CEC98ACEBA6BCED94BCEC9584
oly::t::olympia::owner, string, 80076E65757472616C
oly::t::olympia::type, string, 800463697479
oly::t::olympus::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178093FE0000000000000017909406A200000000000017A09C06CB000000000000570697463680800000000037961770800000000
oly::t::olympus::chunks::1, string, 800C776F726C643B2D333B2D3138
oly::t::olympus::chunks::2, string, 800C776F726C643B2D323B2D3138
oly::t::olympus::chunks::3, string, 800C776F726C643B2D313B2D3138
oly::t::olympus::chunks::4, string, 800B776F726C643B303B2D3138
oly::t::olympus::chunks::5, string, 800B776F726C643B313B2D3138
oly::t::olympus::chunks::6, string, 800C776F726C643B2D343B2D3137
oly::t::olympus::chunks::7, string, 800C776F726C643B2D333B2D3137
oly::t::olympus::chunks::8, string, 800C776F726C643B2D323B2D3137
oly::t::olympus::chunks::9, string, 800C776F726C643B2D313B2D3137
oly::t::olympus::chunks::10, string, 800B776F726C643B303B2D3137
oly::t::olympus::chunks::11, string, 800B776F726C643B313B2D3137
oly::t::olympus::chunks::12, string, 800B776F726C643B323B2D3137
oly::t::olympus::chunks::13, string, 800C776F726C643B2D343B2D3136
oly::t::olympus::chunks::14, string, 800C776F726C643B2D333B2D3136
oly::t::olympus::chunks::15, string, 800C776F726C643B2D323B2D3136
oly::t::olympus::chunks::16, string, 800C776F726C643B2D313B2D3136
oly::t::olympus::chunks::17, string, 800B776F726C643B303B2D3136
oly::t::olympus::chunks::18, string, 800B776F726C643B313B2D3136
oly::t::olympus::chunks::19, string, 800B776F726C643B323B2D3136
oly::t::olympus::chunks::20, string, 800C776F726C643B2D333B2D3135
oly::t::olympus::chunks::21, string, 800C776F726C643B2D323B2D3135
oly::t::olympus::chunks::22, string, 800C776F726C643B2D313B2D3135
oly::t::olympus::chunks::23, string, 800B776F726C643B303B2D3135
oly::t::olympus::chunks::24, string, 800B776F726C643B313B2D3135
oly::t::olympus::chunks::25, string, 800B776F726C643B323B2D3135
oly::t::olympus::chunks::26, string, 800B776F726C643B333B2D3135
oly::t::olympus::chunks::27, string, 800C776F726C643B2D333B2D3134
oly::t::olympus::chunks::28, string, 800C776F726C643B2D323B2D3134
oly::t::olympus::chunks::29, string, 800C776F726C643B2D313B2D3134
oly::t::olympus::chunks::30, string, 800B776F726C643B303B2D3134
oly::t::olympus::chunks::31, string, 800B776F726C643B313B2D3134
oly::t::olympus::chunks::32, string, 800B776F726C643B323B2D3134
oly::t::olympus::chunks::33, string, 800B776F726C643B333B2D3134
oly::t::olympus::chunks::34, string, 800C776F726C643B2D333B2D3133
oly::t::olympus::chunks::35, string, 800C776F726C643B2D323B2D3133
oly::t::olympus::chunks::36, string, 800C776F726C643B2D313B2D3133
oly::t::olympus::chunks::37, string, 800B776F726C643B303B2D3133
oly::t::olympus::chunks::38, string, 800B776F726C643B313B2D3133
oly::t::olympus::chunks::39, string, 800B776F726C643B323B2D3133
oly::t::olympus::chunks::40, string, 800C776F726C643B2D333B2D3132
oly::t::olympus::chunks::41, string, 800C776F726C643B2D323B2D3132
oly::t::olympus::chunks::42, string, 800C776F726C643B2D313B2D3132
oly::t::olympus::chunks::43, string, 800B776F726C643B303B2D3132
oly::t::olympus::chunks::44, string, 800B776F726C643B313B2D3132
oly::t::olympus::chunks::45, string, 800B776F726C643B323B2D3132
oly::t::olympus::chunks::46, string, 800C776F726C643B2D323B2D3131
oly::t::olympus::chunks::47, string, 800C776F726C643B2D313B2D3131
oly::t::olympus::home, string, 80076E65757472616C
oly::t::olympus::name, string, 8013EC98ACEBA6BCED8FACEC8AA420EC8BA0ECA084
oly::t::olympus::owner, string, 80076E65757472616C
oly::t::olympus::type, string, 800674656D706C65
oly::t::piraeus::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0730800000000000179094051800000000000017A09C05DE000000000000570697463680800000000037961770800000000
oly::t::piraeus::chunks::1, string, 800D776F726C643B2D32303B2D3132
oly::t::piraeus::chunks::2, string, 800D776F726C643B2D31393B2D3132
oly::t::piraeus::chunks::3, string, 800D776F726C643B2D31383B2D3132
oly::t::piraeus::chunks::4, string, 800D776F726C643B2D32313B2D3131
oly::t::piraeus::chunks::5, string, 800D776F726C643B2D32303B2D3131
oly::t::piraeus::chunks::6, string, 800D776F726C643B2D31393B2D3131
oly::t::piraeus::chunks::7, string, 800D776F726C643B2D31383B2D3131
oly::t::piraeus::chunks::8, string, 800D776F726C643B2D31373B2D3131
oly::t::piraeus::chunks::9, string, 800D776F726C643B2D32313B2D3130
oly::t::piraeus::chunks::10, string, 800D776F726C643B2D32303B2D3130
oly::t::piraeus::chunks::11, string, 800D776F726C643B2D31393B2D3130
oly::t::piraeus::chunks::12, string, 800D776F726C643B2D31383B2D3130
oly::t::piraeus::chunks::13, string, 800D776F726C643B2D31373B2D3130
oly::t::piraeus::chunks::14, string, 800D776F726C643B2D31363B2D3130
oly::t::piraeus::chunks::15, string, 800D776F726C643B2D31353B2D3130
oly::t::piraeus::chunks::16, string, 800C776F726C643B2D32313B2D39
oly::t::piraeus::chunks::17, string, 800C776F726C643B2D32303B2D39
oly::t::piraeus::chunks::18, string, 800C776F726C643B2D31393B2D39
oly::t::piraeus::chunks::19, string, 800C776F726C643B2D31383B2D39
oly::t::piraeus::chunks::20, string, 800C776F726C643B2D31373B2D39
oly::t::piraeus::chunks::21, string, 800C776F726C643B2D32323B2D38
oly::t::piraeus::chunks::22, string, 800C776F726C643B2D32313B2D38
oly::t::piraeus::chunks::23, string, 800C776F726C643B2D32303B2D38
oly::t::piraeus::chunks::24, string, 800C776F726C643B2D31393B2D38
oly::t::piraeus::chunks::25, string, 800C776F726C643B2D31383B2D38
oly::t::piraeus::chunks::26, string, 800C776F726C643B2D31373B2D38
oly::t::piraeus::chunks::27, string, 800C776F726C643B2D32323B2D37
oly::t::piraeus::chunks::28, string, 800C776F726C643B2D32313B2D37
oly::t::piraeus::chunks::29, string, 800C776F726C643B2D32303B2D37
oly::t::piraeus::chunks::30, string, 800C776F726C643B2D31393B2D37
oly::t::piraeus::chunks::31, string, 800C776F726C643B2D31383B2D37
oly::t::piraeus::chunks::32, string, 800C776F726C643B2D31373B2D37
oly::t::piraeus::chunks::33, string, 800C776F726C643B2D32303B2D36
oly::t::piraeus::chunks::34, string, 800C776F726C643B2D31393B2D36
oly::t::piraeus::chunks::35, string, 800C776F726C643B2D31383B2D36
oly::t::piraeus::chunks::36, string, 800C776F726C643B2D31373B2D36
oly::t::piraeus::home, string, 8006617468656E73
oly::t::piraeus::name, string, 800CED94BCEBA088EC9AB0EC8AA4
oly::t::piraeus::owner, string, 8006617468656E73
oly::t::piraeus::type, string, 8005636F617374
oly::t::slopes::center, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178093FE0000000000000017909405F800000000000017A09C0617000000000000570697463680800000000037961770800000000
oly::t::slopes::chunks::1, string, 800C776F726C643B2D353B2D3232
oly::t::slopes::chunks::2, string, 800C776F726C643B2D343B2D3232
oly::t::slopes::chunks::3, string, 800C776F726C643B2D333B2D3232
oly::t::slopes::chunks::4, string, 800C776F726C643B2D323B2D3232
oly::t::slopes::chunks::5, string, 800C776F726C643B2D313B2D3232
oly::t::slopes::chunks::6, string, 800B776F726C643B303B2D3232
oly::t::slopes::chunks::7, string, 800B776F726C643B313B2D3232
oly::t::slopes::chunks::8, string, 800B776F726C643B323B2D3232
oly::t::slopes::chunks::9, string, 800B776F726C643B333B2D3232
oly::t::slopes::chunks::10, string, 800B776F726C643B343B2D3232
oly::t::slopes::chunks::11, string, 800B776F726C643B353B2D3232
oly::t::slopes::chunks::12, string, 800C776F726C643B2D363B2D3231
oly::t::slopes::chunks::13, string, 800C776F726C643B2D353B2D3231
oly::t::slopes::chunks::14, string, 800C776F726C643B2D343B2D3231
oly::t::slopes::chunks::15, string, 800C776F726C643B2D333B2D3231
oly::t::slopes::chunks::16, string, 800C776F726C643B2D323B2D3231
oly::t::slopes::chunks::17, string, 800C776F726C643B2D313B2D3231
oly::t::slopes::chunks::18, string, 800B776F726C643B303B2D3231
oly::t::slopes::chunks::19, string, 800B776F726C643B313B2D3231
oly::t::slopes::chunks::20, string, 800B776F726C643B323B2D3231
oly::t::slopes::chunks::21, string, 800B776F726C643B333B2D3231
oly::t::slopes::chunks::22, string, 800B776F726C643B343B2D3231
oly::t::slopes::chunks::23, string, 800B776F726C643B353B2D3231
oly::t::slopes::chunks::24, string, 800C776F726C643B2D373B2D3230
oly::t::slopes::chunks::25, string, 800C776F726C643B2D363B2D3230
oly::t::slopes::chunks::26, string, 800C776F726C643B2D353B2D3230
oly::t::slopes::chunks::27, string, 800C776F726C643B2D343B2D3230
oly::t::slopes::chunks::28, string, 800C776F726C643B2D333B2D3230
oly::t::slopes::chunks::29, string, 800C776F726C643B2D323B2D3230
oly::t::slopes::chunks::30, string, 800C776F726C643B2D313B2D3230
oly::t::slopes::chunks::31, string, 800B776F726C643B303B2D3230
oly::t::slopes::chunks::32, string, 800B776F726C643B313B2D3230
oly::t::slopes::chunks::33, string, 800B776F726C643B323B2D3230
oly::t::slopes::chunks::34, string, 800B776F726C643B333B2D3230
oly::t::slopes::chunks::35, string, 800B776F726C643B343B2D3230
oly::t::slopes::chunks::36, string, 800B776F726C643B353B2D3230
oly::t::slopes::chunks::37, string, 800B776F726C643B363B2D3230
oly::t::slopes::chunks::38, string, 800C776F726C643B2D383B2D3139
oly::t::slopes::chunks::39, string, 800C776F726C643B2D373B2D3139
oly::t::slopes::chunks::40, string, 800C776F726C643B2D363B2D3139
oly::t::slopes::chunks::41, string, 800C776F726C643B2D353B2D3139
oly::t::slopes::chunks::42, string, 800C776F726C643B2D343B2D3139
oly::t::slopes::chunks::43, string, 800C776F726C643B2D333B2D3139
oly::t::slopes::chunks::44, string, 800C776F726C643B2D323B2D3139
oly::t::slopes::chunks::45, string, 800C776F726C643B2D313B2D3139
oly::t::slopes::chunks::46, string, 800B776F726C643B303B2D3139
oly::t::slopes::chunks::47, string, 800B776F726C643B313B2D3139
oly::t::slopes::chunks::48, string, 800B776F726C643B323B2D3139
oly::t::slopes::chunks::49, string, 800B776F726C643B333B2D3139
oly::t::slopes::chunks::50, string, 800B776F726C643B343B2D3139
oly::t::slopes::chunks::51, string, 800B776F726C643B353B2D3139
oly::t::slopes::chunks::52, string, 800B776F726C643B363B2D3139
oly::t::slopes::chunks::53, string, 800C776F726C643B2D383B2D3138
oly::t::slopes::chunks::54, string, 800C776F726C643B2D373B2D3138
oly::t::slopes::chunks::55, string, 800C776F726C643B2D363B2D3138
oly::t::slopes::chunks::56, string, 800C776F726C643B2D353B2D3138
oly::t::slopes::chunks::57, string, 800C776F726C643B2D343B2D3138
oly::t::slopes::chunks::58, string, 800B776F726C643B323B2D3138
oly::t::slopes::chunks::59, string, 800B776F726C643B333B2D3138
oly::t::slopes::chunks::60, string, 800B776F726C643B343B2D3138
oly::t::slopes::chunks::61, string, 800B776F726C643B353B2D3138
oly::t::slopes::chunks::62, string, 800B776F726C643B363B2D3138
oly::t::slopes::chunks::63, string, 800B776F726C643B373B2D3138
oly::t::slopes::chunks::64, string, 800C776F726C643B2D383B2D3137
oly::t::slopes::chunks::65, string, 800C776F726C643B2D373B2D3137
oly::t::slopes::chunks::66, string, 800C776F726C643B2D363B2D3137
oly::t::slopes::chunks::67, string, 800C776F726C643B2D353B2D3137
oly::t::slopes::chunks::68, string, 800B776F726C643B333B2D3137
oly::t::slopes::chunks::69, string, 800B776F726C643B343B2D3137
oly::t::slopes::chunks::70, string, 800B776F726C643B353B2D3137
oly::t::slopes::chunks::71, string, 800B776F726C643B363B2D3137
oly::t::slopes::chunks::72, string, 800B776F726C643B373B2D3137
oly::t::slopes::chunks::73, string, 800C776F726C643B2D383B2D3136
oly::t::slopes::chunks::74, string, 800C776F726C643B2D373B2D3136
oly::t::slopes::chunks::75, string, 800C776F726C643B2D363B2D3136
oly::t::slopes::chunks::76, string, 800C776F726C643B2D353B2D3136
oly::t::slopes::chunks::77, string, 800B776F726C643B333B2D3136
oly::t::slopes::chunks::78, string, 800B776F726C643B343B2D3136
oly::t::slopes::chunks::79, string, 800B776F726C643B353B2D3136
oly::t::slopes::chunks::80, string, 800B776F726C643B363B2D3136
oly::t::slopes::chunks::81, string, 800B776F726C643B373B2D3136
oly::t::slopes::chunks::82, string, 800B776F726C643B383B2D3136
oly::t::slopes::chunks::83, string, 800C776F726C643B2D393B2D3135
oly::t::slopes::chunks::84, string, 800C776F726C643B2D383B2D3135
oly::t::slopes::chunks::85, string, 800B776F726C643B343B2D3135
oly::t::slopes::chunks::86, string, 800B776F726C643B353B2D3135
oly::t::slopes::chunks::87, string, 800B776F726C643B363B2D3135
oly::t::slopes::chunks::88, string, 800B776F726C643B373B2D3135
oly::t::slopes::chunks::89, string, 800B776F726C643B383B2D3135
oly::t::slopes::chunks::90, string, 800C776F726C643B2D393B2D3134
oly::t::slopes::chunks::91, string, 800B776F726C643B343B2D3134
oly::t::slopes::chunks::92, string, 800B776F726C643B353B2D3134
oly::t::slopes::chunks::93, string, 800B776F726C643B363B2D3134
oly::t::slopes::chunks::94, string, 800B776F726C643B373B2D3134
oly::t::slopes::chunks::95, string, 800B776F726C643B383B2D3134
oly::t::slopes::chunks::96, string, 800B776F726C643B333B2D3133
oly::t::slopes::chunks::97, string, 800B776F726C643B343B2D3133
oly::t::slopes::chunks::98, string, 800B776F726C643B353B2D3133
oly::t::slopes::chunks::99, string, 800B776F726C643B363B2D3133
oly::t::slopes::chunks::100, string, 800B776F726C643B373B2D3133
oly::t::slopes::chunks::101, string, 800B776F726C643B333B2D3132
oly::t::slopes::chunks::102, string, 800B776F726C643B343B2D3132
oly::t::slopes::chunks::103, string, 800B776F726C643B353B2D3132
oly::t::slopes::chunks::104, string, 800B776F726C643B363B2D3132
oly::t::slopes::chunks::105, string, 800B776F726C643B373B2D3132
oly::t::slopes::chunks::106, string, 800C776F726C643B2D333B2D3131
oly::t::slopes::chunks::107, string, 800B776F726C643B303B2D3131
oly::t::slopes::chunks::108, string, 800B776F726C643B313B2D3131
oly::t::slopes::chunks::109, string, 800B776F726C643B323B2D3131
oly::t::slopes::chunks::110, string, 800B776F726C643B333B2D3131
oly::t::slopes::chunks::111, string, 800B776F726C643B343B2D3131
oly::t::slopes::chunks::112, string, 800B776F726C643B353B2D3131
oly::t::slopes::chunks::113, string, 800B776F726C643B363B2D3131
oly::t::slopes::chunks::114, string, 800B776F726C643B373B2D3131
oly::t::slopes::chunks::115, string, 800C776F726C643B2D333B2D3130
oly::t::slopes::chunks::116, string, 800C776F726C643B2D323B2D3130
oly::t::slopes::chunks::117, string, 800C776F726C643B2D313B2D3130
oly::t::slopes::chunks::118, string, 800B776F726C643B303B2D3130
oly::t::slopes::chunks::119, string, 800B776F726C643B313B2D3130
oly::t::slopes::chunks::120, string, 800B776F726C643B323B2D3130
oly::t::slopes::chunks::121, string, 800B776F726C643B333B2D3130
